STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,TEMP,MAX,MIN,CELSIUS
RPM00098646,"MACTAN CEBU INTERNATIONAL, RP",10.31,123.98,9.40,2017-12-31,81.50,86.90,73.76,27.50
RPM00098646,"MACTAN CEBU INTERNATIONAL, RP",10.31,123.98,9.40,2018-01-02,80.96,84.92,75.92,27.20
RPM00098646,"MACTAN CEBU INTERNATIONAL, RP",10.31,123.98,9.40,2018-01-03,81.68,87.26,76.46,27.60
RPM00098646,"MACTAN CEBU INTERNATIONAL, RP",10.31,123.98,9.40,2018-01-06,82.22,87.08,76.82,27.90
RPM00098646,"MACTAN CEBU INTERNATIONAL, RP",10.31,123.98,9.40,2018-01-09,82.40,89.24,76.64,28.00
RPM00098646,"MACTAN CEBU INTERNATIONAL, RP",10.31,123.98,9.40,2018-01-11,81.32,87.08,76.46,27.40
RPM00098646,"MACTAN CEBU INTERNATIONAL, RP",10.31,123.98,9.40,2018-01-12,81.50,88.88,75.92,27.50
RPM00098646,"MACTAN CEBU INTERNATIONAL, RP",10.31,123.98,9.40,2018-01-19,80.96,86.90,75.38,27.20
RPM00098646,"MACTAN CEBU INTERNATIONAL, RP",10.31,123.98,9.40,2018-01-22,79.88,85.28,76.10,26.60
RPM00098646,"MACTAN CEBU INTERNATIONAL, RP",10.31,123.98,9.40,2018-01-23,81.68,87.80,76.46,27.60
RPM00098646,"MACTAN CEBU INTERNATIONAL, RP",10.31,123.98,9.40,2018-01-25,81.32,86.72,75.20,27.40
RPM00098646,"MACTAN CEBU INTERNATIONAL, RP",10.31,123.98,9.40,2018-01-27,81.86,88.70,76.28,27.70
RPM00098646,"MACTAN CEBU INTERNATIONAL, RP",10.31,123.98,9.40,2018-01-28,78.26,82.04,75.20,25.70
RPM00098646,"MACTAN CEBU INTERNATIONAL, RP",10.31,123.98,9.40,2018-01-29,81.14,87.44,75.20,27.30
RPM00098646,"MACTAN CEBU INTERNATIONAL, RP",10.31,123.98,9.40,2018-01-30,80.96,88.52,75.02,27.20
RPM00098646,"MACTAN CEBU INTERNATIONAL, RP",10.31,123.98,9.40,2018-01-31,81.14,86.90,75.20,27.30
RPM00098646,"MACTAN CEBU INTERNATIONAL, RP",10.31,123.98,9.40,2018-02-01,82.58,88.88,75.56,28.10
RPM00098646,"MACTAN CEBU INTERNATIONAL, RP",10.31,123.98,9.40,2018-02-03,78.80,84.92,74.48,26.00
RPM00098646,"MACTAN CEBU INTERNATIONAL, RP",10.31,123.98,9.40,2018-02-04,81.68,86.90,74.84,27.60
RPM00098646,"MACTAN CEBU INTERNATIONAL, RP",10.31,123.98,9.40,2018-02-05,82.04,86.72,77.00,27.80
RPM00098646,"MACTAN CEBU INTERNATIONAL, RP",10.31,123.98,9.40,2018-02-09,79.88,87.80,71.96,26.60
RPM00098646,"MACTAN CEBU INTERNATIONAL, RP",10.31,123.98,9.40,2018-02-10,79.88,87.08,72.68,26.60
RPM00098646,"MACTAN CEBU INTERNATIONAL, RP",10.31,123.98,9.40,2018-02-11,82.76,89.42,72.86,28.20
RPM00098646,"MACTAN CEBU INTERNATIONAL, RP",10.31,123.98,9.40,2018-02-14,80.24,83.12,75.92,26.80
RPM00098646,"MACTAN CEBU INTERNATIONAL, RP",10.31,123.98,9.40,2018-02-18,81.14,87.08,73.40,27.30
RPM00098646,"MACTAN CEBU INTERNATIONAL, RP",10.31,123.98,9.40,2018-02-19,81.32,87.80,75.38,27.40
RPM00098646,"MACTAN CEBU INTERNATIONAL, RP",10.31,123.98,9.40,2018-02-20,82.04,87.98,75.92,27.80
RPM00098646,"MACTAN CEBU INTERNATIONAL, RP",10.31,123.98,9.40,2018-02-22,82.04,87.80,75.38,27.80
RPM00098646,"MACTAN CEBU INTERNATIONAL, RP",10.31,123.98,9.40,2018-02-23,83.48,89.60,78.44,28.60
RPM00098646,"MACTAN CEBU INTERNATIONAL, RP",10.31,123.98,9.40,2018-02-26,81.86,88.34,75.92,27.70
RPM00098646,"MACTAN CEBU INTERNATIONAL, RP",10.31,123.98,9.40,2018-02-27,81.50,87.98,75.92,27.50
RPM00098646,"MACTAN CEBU INTERNATIONAL, RP",10.31,123.98,9.40,2018-03-02,82.40,88.88,76.28,28.00
RPM00098646,"MACTAN CEBU INTERNATIONAL, RP",10.31,123.98,9.40,2018-03-03,83.12,89.96,76.64,28.40
RPM00098646,"MACTAN CEBU INTERNATIONAL, RP",10.31,123.98,9.40,2018-03-05,82.76,89.60,75.92,28.20
RPM00098646,"MACTAN CEBU INTERNATIONAL, RP",10.31,123.98,9.40,2018-03-06,83.48,90.32,76.46,28.60
RPM00098646,"MACTAN CEBU INTERNATIONAL, RP",10.31,123.98,9.40,2018-03-12,78.62,82.94,74.66,25.90
RPM00098646,"MACTAN CEBU INTERNATIONAL, RP",10.31,123.98,9.40,2018-03-14,82.04,86.90,75.02,27.80
RPM00098646,"MACTAN CEBU INTERNATIONAL, RP",10.31,123.98,9.40,2018-03-16,82.94,87.98,77.90,28.30
RPM00098646,"MACTAN CEBU INTERNATIONAL, RP",10.31,123.98,9.40,2018-03-17,84.02,90.32,78.26,28.90
RPM00098646,"MACTAN CEBU INTERNATIONAL, RP",10.31,123.98,9.40,2018-03-20,82.76,89.60,75.56,28.20
RPM00098646,"MACTAN CEBU INTERNATIONAL, RP",10.31,123.98,9.40,2018-03-23,82.58,88.88,75.56,28.10
RPM00098646,"MACTAN CEBU INTERNATIONAL, RP",10.31,123.98,9.40,2018-03-24,82.22,89.06,78.26,27.90
RPM00098646,"MACTAN CEBU INTERNATIONAL, RP",10.31,123.98,9.40,2018-03-28,81.68,88.70,73.76,27.60
RPM00098646,"MACTAN CEBU INTERNATIONAL, RP",10.31,123.98,9.40,2018-03-30,81.32,87.80,74.48,27.40
RPM00098646,"MACTAN CEBU INTERNATIONAL, RP",10.31,123.98,9.40,2018-03-31,82.40,89.60,76.64,28.00
RPM00098646,"MACTAN CEBU INTERNATIONAL, RP",10.31,123.98,9.40,2018-04-02,82.76,89.42,74.12,28.20
RPM00098646,"MACTAN CEBU INTERNATIONAL, RP",10.31,123.98,9.40,2018-04-03,82.94,89.60,76.82,28.30
RPM00098646,"MACTAN CEBU INTERNATIONAL, RP",10.31,123.98,9.40,2018-04-05,82.04,87.98,74.48,27.80
RPM00098646,"MACTAN CEBU INTERNATIONAL, RP",10.31,123.98,9.40,2018-04-07,81.14,88.88,77.00,27.30
RPM00098646,"MACTAN CEBU INTERNATIONAL, RP",10.31,123.98,9.40,2018-04-08,80.60,84.38,76.64,27.00
RPM00098646,"MACTAN CEBU INTERNATIONAL, RP",10.31,123.98,9.40,2018-04-09,83.12,89.78,77.36,28.40
RPM00098646,"MACTAN CEBU INTERNATIONAL, RP",10.31,123.98,9.40,2018-04-10,83.84,90.32,77.90,28.80
RPM00098646,"MACTAN CEBU INTERNATIONAL, RP",10.31,123.98,9.40,2018-04-12,84.38,89.78,78.80,29.10
RPM00098646,"MACTAN CEBU INTERNATIONAL, RP",10.31,123.98,9.40,2018-04-16,83.84,89.24,77.18,28.80
RPM00098646,"MACTAN CEBU INTERNATIONAL, RP",10.31,123.98,9.40,2018-04-17,84.38,90.50,78.26,29.10
RPM00098646,"MACTAN CEBU INTERNATIONAL, RP",10.31,123.98,9.40,2018-04-18,84.38,90.68,78.44,29.10
RPM00098646,"MACTAN CEBU INTERNATIONAL, RP",10.31,123.98,9.40,2018-04-20,83.84,89.60,80.60,28.80
RPM00098646,"MACTAN CEBU INTERNATIONAL, RP",10.31,123.98,9.40,2018-04-23,85.64,91.94,78.44,29.80
RPM00098646,"MACTAN CEBU INTERNATIONAL, RP",10.31,123.98,9.40,2018-04-24,85.28,92.12,78.26,29.60
RPM00098646,"MACTAN CEBU INTERNATIONAL, RP",10.31,123.98,9.40,2018-04-26,84.20,89.78,77.72,29.00
RPM00098646,"MACTAN CEBU INTERNATIONAL, RP",10.31,123.98,9.40,2018-04-29,85.28,91.58,78.44,29.60
RPM00098646,"MACTAN CEBU INTERNATIONAL, RP",10.31,123.98,9.40,2018-04-30,85.28,92.12,80.24,29.60
RPM00098646,"MACTAN CEBU INTERNATIONAL, RP",10.31,123.98,9.40,2018-05-01,86.18,91.76,79.52,30.10
RPM00098646,"MACTAN CEBU INTERNATIONAL, RP",10.31,123.98,9.40,2018-05-05,83.66,90.50,75.56,28.70
RPM00098646,"MACTAN CEBU INTERNATIONAL, RP",10.31,123.98,9.40,2018-05-06,84.92,91.40,78.62,29.40
RPM00098646,"MACTAN CEBU INTERNATIONAL, RP",10.31,123.98,9.40,2018-05-08,84.02,92.48,76.64,28.90
RPM00098646,"MACTAN CEBU INTERNATIONAL, RP",10.31,123.98,9.40,2018-05-09,84.74,91.40,77.54,29.30
RPM00098646,"MACTAN CEBU INTERNATIONAL, RP",10.31,123.98,9.40,2018-05-10,84.92,92.84,78.08,29.40
RPM00098646,"MACTAN CEBU INTERNATIONAL, RP",10.31,123.98,9.40,2018-05-11,85.46,91.76,76.28,29.70
RPM00098646,"MACTAN CEBU INTERNATIONAL, RP",10.31,123.98,9.40,2018-05-12,85.46,93.02,78.98,29.70
RPM00098646,"MACTAN CEBU INTERNATIONAL, RP",10.31,123.98,9.40,2018-05-14,86.18,94.10,78.08,30.10
RPM00098646,"MACTAN CEBU INTERNATIONAL, RP",10.31,123.98,9.40,2018-05-15,87.26,93.92,81.14,30.70
RPM00098646,"MACTAN CEBU INTERNATIONAL, RP",10.31,123.98,9.40,2018-05-19,84.56,91.76,78.44,29.20
RPM00098646,"MACTAN CEBU INTERNATIONAL, RP",10.31,123.98,9.40,2018-05-20,84.38,91.22,78.80,29.10
RPM00098646,"MACTAN CEBU INTERNATIONAL, RP",10.31,123.98,9.40,2018-05-21,84.38,92.30,79.16,29.10
RPM00098646,"MACTAN CEBU INTERNATIONAL, RP",10.31,123.98,9.40,2018-05-22,85.28,92.84,78.44,29.60
RPM00098646,"MACTAN CEBU INTERNATIONAL, RP",10.31,123.98,9.40,2018-05-23,85.64,92.66,80.06,29.80
RPM00098646,"MACTAN CEBU INTERNATIONAL, RP",10.31,123.98,9.40,2018-05-24,86.72,91.94,79.70,30.40
RPM00098646,"MACTAN CEBU INTERNATIONAL, RP",10.31,123.98,9.40,2018-05-26,86.36,93.20,78.26,30.20
RPM00098646,"MACTAN CEBU INTERNATIONAL, RP",10.31,123.98,9.40,2018-05-27,87.08,92.30,80.60,30.60
RPM00098646,"MACTAN CEBU INTERNATIONAL, RP",10.31,123.98,9.40,2018-05-28,86.72,93.02,81.32,30.40
RPM00098646,"MACTAN CEBU INTERNATIONAL, RP",10.31,123.98,9.40,2018-06-01,83.84,90.68,77.18,28.80
RPM00098646,"MACTAN CEBU INTERNATIONAL, RP",10.31,123.98,9.40,2018-06-03,83.84,90.14,72.86,28.80
RPM00098646,"MACTAN CEBU INTERNATIONAL, RP",10.31,123.98,9.40,2018-06-05,81.86,87.80,77.72,27.70
RPM00098646,"MACTAN CEBU INTERNATIONAL, RP",10.31,123.98,9.40,2018-06-06,83.30,89.60,78.98,28.50
RPM00098646,"MACTAN CEBU INTERNATIONAL, RP",10.31,123.98,9.40,2018-06-07,85.28,90.86,79.52,29.60
RPM00098646,"MACTAN CEBU INTERNATIONAL, RP",10.31,123.98,9.40,2018-06-09,85.64,92.30,80.24,29.80
RPM00098646,"MACTAN CEBU INTERNATIONAL, RP",10.31,123.98,9.40,2018-06-10,85.28,89.06,81.68,29.60
RPM00098646,"MACTAN CEBU INTERNATIONAL, RP",10.31,123.98,9.40,2018-06-12,84.56,93.20,78.44,29.20
RPM00098646,"MACTAN CEBU INTERNATIONAL, RP",10.31,123.98,9.40,2018-06-13,86.00,92.48,78.44,30.00
RPM00098646,"MACTAN CEBU INTERNATIONAL, RP",10.31,123.98,9.40,2018-06-15,85.10,93.56,77.54,29.50
RPM00098646,"MACTAN CEBU INTERNATIONAL, RP",10.31,123.98,9.40,2018-06-16,85.46,93.74,79.16,29.70
RPM00098646,"MACTAN CEBU INTERNATIONAL, RP",10.31,123.98,9.40,2018-06-18,84.02,90.86,77.72,28.90
RPM00098646,"MACTAN CEBU INTERNATIONAL, RP",10.31,123.98,9.40,2018-06-21,81.68,91.04,76.64,27.60
RPM00098646,"MACTAN CEBU INTERNATIONAL, RP",10.31,123.98,9.40,2018-06-22,81.50,91.40,77.00,27.50
RPM00098646,"MACTAN CEBU INTERNATIONAL, RP",10.31,123.98,9.40,2018-06-23,82.76,90.50,76.82,28.20
RPM00098646,"MACTAN CEBU INTERNATIONAL, RP",10.31,123.98,9.40,2018-06-24,84.02,92.66,76.82,28.90
RPM00098646,"MACTAN CEBU INTERNATIONAL, RP",10.31,123.98,9.40,2018-06-27,82.94,89.78,76.82,28.30
RPM00098646,"MACTAN CEBU INTERNATIONAL, RP",10.31,123.98,9.40,2018-06-28,83.48,91.04,78.26,28.60
RPM00098646,"MACTAN CEBU INTERNATIONAL, RP",10.31,123.98,9.40,2018-06-29,84.02,90.32,78.44,28.90
RPM00098646,"MACTAN CEBU INTERNATIONAL, RP",10.31,123.98,9.40,2018-07-01,82.58,89.60,73.58,28.10
RPM00098646,"MACTAN CEBU INTERNATIONAL, RP",10.31,123.98,9.40,2018-07-03,82.58,91.40,75.20,28.10
RPM00098646,"MACTAN CEBU INTERNATIONAL, RP",10.31,123.98,9.40,2018-07-06,83.48,89.60,75.74,28.60
RPM00098646,"MACTAN CEBU INTERNATIONAL, RP",10.31,123.98,9.40,2018-07-09,84.38,91.58,75.56,29.10
RPM00098646,"MACTAN CEBU INTERNATIONAL, RP",10.31,123.98,9.40,2018-07-10,82.76,91.40,78.26,28.20
RPM00098646,"MACTAN CEBU INTERNATIONAL, RP",10.31,123.98,9.40,2018-07-11,84.38,91.40,78.26,29.10
RPM00098646,"MACTAN CEBU INTERNATIONAL, RP",10.31,123.98,9.40,2018-07-14,83.12,90.32,74.30,28.40
RPM00098646,"MACTAN CEBU INTERNATIONAL, RP",10.31,123.98,9.40,2018-07-16,83.12,88.52,77.18,28.40
RPM00098646,"MACTAN CEBU INTERNATIONAL, RP",10.31,123.98,9.40,2018-07-17,83.66,89.60,78.98,28.70
RPM00098646,"MACTAN CEBU INTERNATIONAL, RP",10.31,123.98,9.40,2018-07-20,84.02,92.30,77.54,28.90
RPM00098646,"MACTAN CEBU INTERNATIONAL, RP",10.31,123.98,9.40,2018-07-22,82.76,89.96,77.72,28.20
RPM00098646,"MACTAN CEBU INTERNATIONAL, RP",10.31,123.98,9.40,2018-07-24,83.66,91.40,78.80,28.70
RPM00098646,"MACTAN CEBU INTERNATIONAL, RP",10.31,123.98,9.40,2018-07-25,83.30,89.60,78.08,28.50
RPM00098646,"MACTAN CEBU INTERNATIONAL, RP",10.31,123.98,9.40,2018-07-28,84.38,91.94,77.00,29.10
RPM00098646,"MACTAN CEBU INTERNATIONAL, RP",10.31,123.98,9.40,2018-07-30,83.84,91.40,78.80,28.80
RPM00098646,"MACTAN CEBU INTERNATIONAL, RP",10.31,123.98,9.40,2018-08-01,82.58,89.96,75.56,28.10
RPM00098646,"MACTAN CEBU INTERNATIONAL, RP",10.31,123.98,9.40,2018-08-02,82.04,89.78,78.08,27.80
RPM00098646,"MACTAN CEBU INTERNATIONAL, RP",10.31,123.98,9.40,2018-08-03,82.40,88.88,77.54,28.00
RPM00098646,"MACTAN CEBU INTERNATIONAL, RP",10.31,123.98,9.40,2018-08-05,82.40,89.42,77.18,28.00
RPM00098646,"MACTAN CEBU INTERNATIONAL, RP",10.31,123.98,9.40,2018-08-06,84.20,90.14,77.90,29.00
RPM00098646,"MACTAN CEBU INTERNATIONAL, RP",10.31,123.98,9.40,2018-08-09,84.56,92.48,76.28,29.20
RPM00098646,"MACTAN CEBU INTERNATIONAL, RP",10.31,123.98,9.40,2018-08-12,84.92,90.86,78.98,29.40
RPM00098646,"MACTAN CEBU INTERNATIONAL, RP",10.31,123.98,9.40,2018-08-13,85.28,90.86,79.70,29.60
RPM00098646,"MACTAN CEBU INTERNATIONAL, RP",10.31,123.98,9.40,2018-08-15,85.82,92.48,78.98,29.90
RPM00098646,"MACTAN CEBU INTERNATIONAL, RP",10.31,123.98,9.40,2018-08-18,82.22,91.04,78.44,27.90
RPM00098646,"MACTAN CEBU INTERNATIONAL, RP",10.31,123.98,9.40,2018-08-20,85.46,93.20,77.36,29.70
RPM00098646,"MACTAN CEBU INTERNATIONAL, RP",10.31,123.98,9.40,2018-08-21,85.64,93.56,79.88,29.80
RPM00098646,"MACTAN CEBU INTERNATIONAL, RP",10.31,123.98,9.40,2018-08-23,85.82,95.36,79.52,29.90
RPM00098646,"MACTAN CEBU INTERNATIONAL, RP",10.31,123.98,9.40,2018-08-25,84.38,93.20,79.34,29.10
RPM00098646,"MACTAN CEBU INTERNATIONAL, RP",10.31,123.98,9.40,2018-09-02,83.66,88.70,76.82,28.70
RPM00098646,"MACTAN CEBU INTERNATIONAL, RP",10.31,123.98,9.40,2018-09-05,81.32,86.90,76.46,27.40
RPM00098646,"MACTAN CEBU INTERNATIONAL, RP",10.31,123.98,9.40,2018-09-07,84.02,92.30,77.54,28.90
RPM00098646,"MACTAN CEBU INTERNATIONAL, RP",10.31,123.98,9.40,2018-09-10,83.66,91.94,72.86,28.70
RPM00098646,"MACTAN CEBU INTERNATIONAL, RP",10.31,123.98,9.40,2018-09-11,81.86,89.60,77.72,27.70
RPM00098646,"MACTAN CEBU INTERNATIONAL, RP",10.31,123.98,9.40,2018-09-12,82.76,90.32,78.80,28.20
RPM00098646,"MACTAN CEBU INTERNATIONAL, RP",10.31,123.98,9.40,2018-09-14,80.96,85.28,77.00,27.20
RPM00098646,"MACTAN CEBU INTERNATIONAL, RP",10.31,123.98,9.40,2018-09-15,82.94,88.52,77.36,28.30
RPM00098646,"MACTAN CEBU INTERNATIONAL, RP",10.31,123.98,9.40,2018-09-20,80.06,83.84,76.10,26.70
RPM00098646,"MACTAN CEBU INTERNATIONAL, RP",10.31,123.98,9.40,2018-09-22,79.88,87.80,74.48,26.60
RPM00098646,"MACTAN CEBU INTERNATIONAL, RP",10.31,123.98,9.40,2018-09-23,81.32,88.34,75.56,27.40
RPM00098646,"MACTAN CEBU INTERNATIONAL, RP",10.31,123.98,9.40,2018-09-24,83.48,89.60,75.92,28.60
RPM00098646,"MACTAN CEBU INTERNATIONAL, RP",10.31,123.98,9.40,2018-09-25,84.02,91.76,78.44,28.90
RPM00098646,"MACTAN CEBU INTERNATIONAL, RP",10.31,123.98,9.40,2018-09-27,82.58,90.32,76.82,28.10
RPM00098646,"MACTAN CEBU INTERNATIONAL, RP",10.31,123.98,9.40,2018-09-29,84.20,90.32,78.08,29.00
RPM00098646,"MACTAN CEBU INTERNATIONAL, RP",10.31,123.98,9.40,2018-09-30,84.74,92.30,79.16,29.30
RPM00098646,"MACTAN CEBU INTERNATIONAL, RP",10.31,123.98,9.40,2018-10-02,82.22,90.32,75.56,27.90
RPM00098646,"MACTAN CEBU INTERNATIONAL, RP",10.31,123.98,9.40,2018-10-04,81.86,90.32,75.92,27.70
RPM00098646,"MACTAN CEBU INTERNATIONAL, RP",10.31,123.98,9.40,2018-10-08,83.66,89.78,77.72,28.70
RPM00098646,"MACTAN CEBU INTERNATIONAL, RP",10.31,123.98,9.40,2018-10-10,83.84,89.60,76.64,28.80
RPM00098646,"MACTAN CEBU INTERNATIONAL, RP",10.31,123.98,9.40,2018-10-11,85.28,89.96,79.16,29.60
RPM00098646,"MACTAN CEBU INTERNATIONAL, RP",10.31,123.98,9.40,2018-10-15,82.58,87.80,74.66,28.10
RPM00098646,"MACTAN CEBU INTERNATIONAL, RP",10.31,123.98,9.40,2018-10-17,82.58,88.16,77.00,28.10
RPM00098646,"MACTAN CEBU INTERNATIONAL, RP",10.31,123.98,9.40,2018-10-18,83.12,89.60,78.08,28.40
RPM00098646,"MACTAN CEBU INTERNATIONAL, RP",10.31,123.98,9.40,2018-10-20,81.68,89.60,75.56,27.60
RPM00098646,"MACTAN CEBU INTERNATIONAL, RP",10.31,123.98,9.40,2018-10-21,82.76,88.70,77.00,28.20
RPM00098646,"MACTAN CEBU INTERNATIONAL, RP",10.31,123.98,9.40,2018-10-22,82.76,88.88,76.28,28.20
RPM00098646,"MACTAN CEBU INTERNATIONAL, RP",10.31,123.98,9.40,2018-10-24,82.76,89.60,75.38,28.20
RPM00098646,"MACTAN CEBU INTERNATIONAL, RP",10.31,123.98,9.40,2018-10-25,83.12,89.60,76.10,28.40
RPM00098646,"MACTAN CEBU INTERNATIONAL, RP",10.31,123.98,9.40,2018-10-26,83.48,89.60,78.44,28.60
RPM00098646,"MACTAN CEBU INTERNATIONAL, RP",10.31,123.98,9.40,2018-10-28,81.14,89.60,76.64,27.30
RPM00098646,"MACTAN CEBU INTERNATIONAL, RP",10.31,123.98,9.40,2018-10-29,81.68,89.42,75.74,27.60
RPM00098646,"MACTAN CEBU INTERNATIONAL, RP",10.31,123.98,9.40,2018-10-31,83.30,90.32,76.82,28.50
RPM00098646,"MACTAN CEBU INTERNATIONAL, RP",10.31,123.98,9.40,2018-11-01,84.74,90.14,77.90,29.30
RPM00098646,"MACTAN CEBU INTERNATIONAL, RP",10.31,123.98,9.40,2018-11-04,82.58,88.16,76.28,28.10
RPM00098646,"MACTAN CEBU INTERNATIONAL, RP",10.31,123.98,9.40,2018-11-08,83.12,88.88,76.46,28.40
RPM00098646,"MACTAN CEBU INTERNATIONAL, RP",10.31,123.98,9.40,2018-11-09,82.76,89.96,77.18,28.20
RPM00098646,"MACTAN CEBU INTERNATIONAL, RP",10.31,123.98,9.40,2018-11-11,82.40,88.70,77.00,28.00
RPM00098646,"MACTAN CEBU INTERNATIONAL, RP",10.31,123.98,9.40,2018-11-12,81.32,87.80,77.72,27.40
RPM00098646,"MACTAN CEBU INTERNATIONAL, RP",10.31,123.98,9.40,2018-11-14,82.22,89.96,77.36,27.90
RPM00098646,"MACTAN CEBU INTERNATIONAL, RP",10.31,123.98,9.40,2018-11-18,81.68,86.90,75.38,27.60
RPM00098646,"MACTAN CEBU INTERNATIONAL, RP",10.31,123.98,9.40,2018-11-21,80.24,85.28,75.02,26.80
RPM00098646,"MACTAN CEBU INTERNATIONAL, RP",10.31,123.98,9.40,2018-11-24,82.04,87.80,76.10,27.80
RPM00098646,"MACTAN CEBU INTERNATIONAL, RP",10.31,123.98,9.40,2018-11-25,80.96,87.44,77.72,27.20
RPM00098646,"MACTAN CEBU INTERNATIONAL, RP",10.31,123.98,9.40,2018-11-27,82.22,89.78,75.38,27.90
RPM00098646,"MACTAN CEBU INTERNATIONAL, RP",10.31,123.98,9.40,2018-11-28,82.94,88.16,76.82,28.30
RPM00098646,"MACTAN CEBU INTERNATIONAL, RP",10.31,123.98,9.40,2018-11-29,82.58,87.26,77.54,28.10
RPM00098646,"MACTAN CEBU INTERNATIONAL, RP",10.31,123.98,9.40,2018-12-01,81.32,87.98,76.64,27.40
RPM00098646,"MACTAN CEBU INTERNATIONAL, RP",10.31,123.98,9.40,2018-12-05,83.12,87.98,77.72,28.40
RPM00098646,"MACTAN CEBU INTERNATIONAL, RP",10.31,123.98,9.40,2018-12-06,82.40,87.80,77.72,28.00
